site_code,store_number,brand,station_name,address,city,state,zip,latitude,longitude,phone,fuel_type,retail_price,discount_price,your_price,effective_date,parking_spaces_count,fuel_lane_count,shower_count,amenities,restaurants,source,pricing_city,pricing_state,location_city,location_state,is_usa,is_canada,missing_coordinates,missing_current_price
637,637,Flying J,Flying J Travel Center,445 Evansdale Dr,Evansdale,IA,50707,42.4596979,-92.252271,(319) 291-7714,DSL,4.999,4.949,3.9532,2026-06-18,80,7,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Evansdale,IA,Evansdale,IA,yes,no,no,no
638,638,Flying J,Flying J Travel Center,3512 Franklin Rd,Caldwell,ID,83605,43.66157788380875,-116.65453084052754,(208) 453-9225,DSL,5.399,5.349,4.0387,2026-06-18,100,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Caldwell,ID,Caldwell,ID,yes,no,no,no
639,639,Flying J,Flying J Travel Center,3636 W 5th Ave,Post Falls,ID,83854,47.71129706389365,-116.9968664552138,(208) 773-0593,DSL,5.199,5.149,4.9025,2026-06-18,79,9,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Post Falls,ID,Post Falls,ID,yes,no,no,no
640,640,Flying J,Flying J Travel Center,5350 US-93,Jerome,ID,83338,42.64947954795628,-114.44270905464839,(208) 324-3454,DSL,5.199,5.149,4.0712,2026-06-18,100,8,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Pilot Eats,Pilot/Flying J pricing + locations,Twin Falls,ID,Jerome,ID,yes,no,no,no
641,641,Flying J,Flying J Travel Center,587 E US-30,McCammon,ID,83250,42.65997607590844,-112.20669689087677,(208) 845-0866,DSL,5.099,5.049,4.118,2026-06-18,84,5,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Pilot Eats,Pilot/Flying J pricing + locations,Mccammon,ID,McCammon,ID,yes,no,no,no
642,642,Flying J,Flying J Travel Center,140 Racehorse Dr,East Saint Louis,IL,62205,38.57589689527482,-90.09891378654287,(618) 337-4579,DSL,5.199,5.149,4.4993,2026-06-18,202,12,15,Electric Vehicle Charging Station | Mobile Ordering,Cinnabon | Pilot Eats,Pilot/Flying J pricing + locations,East Saint Louis,IL,East Saint Louis,IL,yes,no,no,no
643,643,Flying J,Flying J Travel Center,1701 W Evergreen Ave,Effingham,IL,62401,39.13399558012432,-88.56593821957398,(217) 347-7161,DSL,4.959,4.909,4.4518,2026-06-18,180,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Effingham,IL,Effingham,IL,yes,no,no,no
644,644,Flying J,Flying J Travel Center,343 Civic Rd,La Salle,IL,61301,41.369052821907786,-89.09793148032188,(815) 220-0611,DSL,4.859,4.809,4.4828,2026-06-18,186,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,La Salle,IL,La Salle,IL,yes,no,no,no
645,645,Flying J,Flying J Travel Center,1310 East Chain Of Rocks Road,Granite City,IL,62040,38.75996624680677,-90.06543723037397,(618) 931-1580,DSL,5.199,5.149,4.4393,2026-06-18,185,12,15,Electric Vehicle Charging Station | Mobile Ordering,Cinnabon | Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Granite City,IL,Granite City,IL,yes,no,no,no
646,646,Flying J,Flying J Travel Center,16049 Willowbrook Rd,South Beloit,IL,61080,42.49339050352096,-88.99865961634501,(815) 389-4760,DSL,5.199,5.149,4.5355,2026-06-18,186,12,13,Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,South Beloit,IL,South Beloit,IL,yes,no,no,no
647,647,Flying J,Flying J Travel Center,844 E 1250 S,Haubstadt,IN,47639,38.17482536814293,-87.55182097175536,(812) 735-6675,DSL,4.899,4.849,4.3693,2026-06-18,145,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Haubstadt,IN,Haubstadt,IN,yes,no,no,no
649,649,Flying J,Flying J Travel Center,1720 W Thompson Rd,Indianapolis,IN,46217,39.69333512253321,-86.19047406242677,(317) 783-5543,DSL,5.199,5.149,4.4288,2026-06-18,99,12,13,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Indianapolis,IN,Indianapolis,IN,yes,no,no,no
650,650,Flying J,Flying J Travel Center,1401 Ripley St,Lake Station,IN,46405,41.58643338442599,-87.23953477937202,(219) 962-6555,DSL,5.199,5.149,4.2816,2026-06-18,375,12,17,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Lake Station,IN,Lake Station,IN,yes,no,no,no
652,652,Flying J,Flying J Travel Center,520 S State Rd 39,Lebanon,IN,46052,40.0323480743644,-86.47280271031188,(765) 483-9755,DSL,5.199,5.149,4.4288,2026-06-18,150,8,11,Electric Vehicle Charging Station | Mobile Ordering,Cinnabon | Pilot Eats,Pilot/Flying J pricing + locations,Lebanon,IN,Lebanon,IN,yes,no,no,no
653,653,Flying J,Flying J Travel Center,3231 E 181st Ave,Hebron,IN,46341,41.28823088555331,-87.29464827116392,(219) 696-6446,DSL,5.159,5.109,4.2941,2026-06-18,366,10,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | CB Shop | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Lowell,IN,Hebron,IN,yes,no,no,no
655,655,Flying J,Flying J Travel Center,5300 IN-3,Spiceland,IN,47385,39.85182509959719,-85.41292278708778,(765) 932-8887,DSL,5.159,5.109,4.4388,2026-06-18,193,12,13,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Cinnabon | Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Spiceland,IN,Spiceland,IN,yes,no,no,no
656,656,Flying J,Flying J Travel Center,82 White St,Whiteland,IN,46184,39.5496802,-86.0368062,(317) 535-1704,DSL,5.199,5.149,4.4388,2026-06-18,173,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | CB Shop | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Whiteland,IN,Whiteland,IN,yes,no,no,no
657,657,Flying J,Flying J Dealer,2524 E Wyatt Earp Blvd,Dodge City,KS,67801,37.75238551709518,-99.98024221097565,(620) 338-8888,DSL,5.099,5.049,3.9206,2026-06-18,63,4,0,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Dodge City,KS,Dodge City,KS,yes,no,no,no
658,658,Flying J,Flying J Travel Center,4215 W US-50,Emporia,KS,66801,38.41117706682587,-96.23709344635468,(620) 343-2717,DSL,4.659,4.609,3.8639,2026-06-18,74,8,8,Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Emporia,KS,Emporia,KS,yes,no,no,no
659,659,Flying J,Flying J Travel Center,2250 N Ohio St,Salina,KS,67401,38.87912477544829,-97.59248386375428,(785) 825-5300,DSL,4.859,4.809,3.8638,2026-06-18,120,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Huddle House | Pilot Eats,Pilot/Flying J pricing + locations,Salina,KS,Salina,KS,yes,no,no,no
660,660,Flying J,Flying J Travel Center,15236 KY-180,Catlettsburg,KY,41129,38.365058541456165,-82.69714917063904,(606) 928-8383,DSL,4.999,4.949,4.0044,2026-06-18,155,8,0,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Catlettsburg,KY,Catlettsburg,KY,yes,no,no,no
661,661,Flying J,Flying J Travel Center,4380 Nashville Rd,Franklin,KY,42134,36.662604318911725,-86.55350818526745,(270) 586-3343,DSL,4.559,4.509,4.1453,2026-06-18,172,12,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Franklin,KY,Franklin,KY,yes,no,no,no
662,662,Flying J,Flying J Travel Center,18750 Herndon Oak Grove Rd,Oak Grove,KY,42262,36.69733963879761,-87.45467198147583,(270) 640-7000,DSL,4.459,4.409,4.0578,2026-06-18,130,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Oak Grove,KY,Oak Grove,KY,yes,no,no,no
663,663,Flying J,Flying J Travel Center,1670 Waddy Rd,Waddy,KY,40076,38.156100172730525,-85.0671514662502,(502) 829-9100,DSL,4.999,4.949,4.1328,2026-06-18,110,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Waddy,KY,Waddy,KY,yes,no,no,no
664,664,Flying J,Flying J Travel Center,13019 Walton Verona Rd,Walton,KY,41094,38.8576816680839,-84.625863390213,(859) 485-4400,DSL,4.799,4.749,4.0614,2026-06-18,200,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Walton,KY,Walton,KY,yes,no,no,no
665,665,Flying J,Flying J Travel Center,9510 Greenwood Rd,Greenwood,LA,71033,32.44460538878131,-93.97946758153242,(318) 938-7744,DSL,4.499,4.449,4.037,2026-06-18,190,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Greenwood,LA,Greenwood,LA,yes,no,no,no
666,666,Pilot,Pilot Travel Center,1860 E Napier Ave,Benton Harbor,MI,49022,42.090035567751514,-86.4123753558197,(269) 925-7547,DSL,5.259,5.209,4.5968,2026-06-18,135,10,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Mobile Ordering,Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,Benton Harbor,MI,Benton Harbor,MI,yes,no,no,no
667,667,Flying J,Flying J Travel Center,7800 W Grand River Ave,Grand Ledge,MI,48837,42.78762423626461,-84.67757262481254,(517) 627-7504,DSL,5.399,5.349,4.5468,2026-06-18,145,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,IHOP | Pilot Eats,Pilot/Flying J pricing + locations,Grand Ledge,MI,Grand Ledge,MI,yes,no,no,no
668,668,Flying J,Flying J Travel Center,3475 E Washington Rd,Saginaw,MI,48601,43.45188561064311,-83.89413353950054,(989) 752-6350,DSL,5.299,5.249,4.6783,2026-06-18,50,5,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,Saginaw,MI,Saginaw,MI,yes,no,no,no
669,669,Flying J,Flying J Travel Center,11570 Hwy FF,Joplin,MO,64804,37.0556550541404,-94.42906104893494,(417) 626-7600,DSL,4.569,4.519,3.9171,2026-06-18,160,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Joplin,MO,Joplin,MO,yes,no,no,no
671,671,Flying J,Flying J Travel Center,703 MO-80,Matthews,MO,63867,36.760346930529465,-89.5408622354431,(573) 472-3336,DSL,4.899,4.849,4.2064,2026-06-18,166,12,10,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Matthews,MO,Matthews,MO,yes,no,no,no
672,672,Flying J,Flying J Travel Center,700 State Hwy J,Peculiar,MO,64078,38.72294493624515,-94.45210486871717,(816) 779-8000,DSL,4.699,4.649,3.9727,2026-06-18,165,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Peculiar,MO,Peculiar,MO,yes,no,no,no
673,673,Flying J,Flying J Travel Center,825 N Loop Dr,Sullivan,MO,63080,38.225315719934464,-91.15816794416129,(573) 415-0945,DSL,4.699,4.649,3.9644,2026-06-18,160,12,11,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Barber Shop | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Sullivan,MO,Sullivan,MO,yes,no,no,no
674,674,Flying J,Flying J Travel Center,1 Campbranch Rd,Warrenton,MO,63383,38.83971109152136,-91.22802276931152,(636) 456-2001,DSL,4.899,4.849,3.9644,2026-06-18,175,12,10,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Warrenton,MO,Warrenton,MO,yes,no,no,no
675,675,Flying J,Flying J Travel Center,102 Fore Dr,Wayland,MO,63472,40.3955652,-91.5693226,(660) 754-1550,DSL,4.959,4.909,3.9966,2026-06-18,99,5,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Wayland,MO,Wayland,MO,yes,no,no,no
676,676,Flying J,Flying J Travel Center,9351 Canal Rd,Gulfport,MS,39503,30.42134135806972,-89.13787811904908,(228) 868-2711,DSL,4.459,4.409,3.9079,2026-06-18,165,12,15,Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Gulfport,MS,Gulfport,MS,yes,no,no,no
677,677,Flying J,Flying J Travel Center,4740 Bethel Rd,Olive Branch,MS,38654,34.928495097566206,-89.79375319153878,(662) 895-1001,DSL,4.699,4.649,4.0357,2026-06-18,72,7,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Subway | Pilot Eats,Pilot/Flying J pricing + locations,Olive Branch,MS,Olive Branch,MS,yes,no,no,no
678,678,Flying J,Flying J Travel Center,685 US-80,Pearl,MS,39208,32.27717875434153,-90.16006039298973,(601) 936-0190,DSL,4.299,4.249,3.9477,2026-06-18,175,12,12,Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Pearl,MS,Pearl,MS,yes,no,no,no
682,682,Flying J,Flying J Travel Center,1043 Jimmie Kerr Rd,Haw River,NC,27258,36.07155978723494,-79.35297449810994,(336) 578-2427,DSL,5.059,5.009,4.1294,2026-06-18,251,12,14,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Graham,NC,Haw River,NC,yes,no,no,no
683,683,Flying J,Flying J Travel Center,1800 Princeton Kenly Rd,Kenly,NC,27542,35.57450741129341,-78.14640144688613,(919) 284-4548,DSL,4.959,4.909,4.1723,2026-06-18,145,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Kenly,NC,Kenly,NC,yes,no,no,no
684,684,Flying J,Flying J Travel Center,I-94 ND-16,Beach,ND,58621,46.929651,-104.00927084603272,(701) 409-0827,DSL,4.899,4.849,4.1292,2026-06-18,89,5,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats,Pilot/Flying J pricing + locations,Beach,ND,Beach,ND,yes,no,no,no
685,685,Flying J,Flying J Travel Center,3150 39th St SW,Fargo,ND,58104,46.83365761048935,-96.84473491667174,(701) 282-7766,DSL,4.399,4.349,3.9322,2026-06-18,168,11,9,Electric Vehicle Charging Station | Mobile Ordering,Cinnabon | Pilot Eats,Pilot/Flying J pricing + locations,Fargo,ND,Fargo,ND,yes,no,no,no
686,686,Flying J,Flying J Travel Center,15010 NE-31,Gretna,NE,68028,41.09172935755572,-96.2546809325409,(402) 332-4483,DSL,4.559,4.509,3.9741,2026-06-18,155,12,14,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Gretna,NE,Gretna,NE,yes,no,no,no
687,687,Flying J,Flying J Travel Center,3400 S Newberry Rd,North Platte,NE,69101,41.10142501497879,-100.72697941600799,(308) 532-4555,DSL,4.899,4.849,3.9828,2026-06-18,123,10,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,North Platte,NE,North Platte,NE,yes,no,no,no
688,688,Flying J,Flying J Travel Center,326 Slapes Corner Rd,Carneys Point,NJ,08069,39.68406448291671,-75.48522055644875,(856) 351-0080,DSL,5.059,5.009,4.6389,2026-06-18,213,12,16,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Carneys Point,NJ,Carneys Point,NJ,yes,no,no,no
689,689,Flying J,Flying J Travel Center,9911 Avalon Rd NW,Albuquerque,NM,87105,35.07946822134596,-106.745739167984,(505) 831-2001,DSL,5.059,5.009,4.83,2026-06-18,165,12,15,Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Albuquerque,NM,Albuquerque,NM,yes,no,no,no
690,690,Flying J,Flying J Travel Center,11 Old Hwy 70,Lordsburg,NM,88045,32.34113393544301,-108.67738073016359,(575) 286-4798,DSL,5.259,5.209,4.4917,2026-06-18,265,12,9,Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Lordsburg,NM,Lordsburg,NM,yes,no,no,no
691,691,Flying J,Flying J Travel Center,2021 S Mountain Rd,Tucumcari,NM,88401,35.15862611356327,-103.70364481216433,(575) 461-6590,DSL,5.099,5.049,4.0887,2026-06-18,130,8,9,Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats,Pilot/Flying J pricing + locations,Tucumcari,NM,Tucumcari,NM,yes,no,no,no
692,692,Flying J,Flying J Travel Center,156 US-93,Wells,NV,89835,41.09761253132391,-114.95757710185244,(775) 241-3962,DSL,5.199,5.149,4.2518,2026-06-18,91,10,9,Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Wells,NV,Wells,NV,yes,no,no,no
693,693,Flying J,Flying J Travel Center,8484 Alleghany Rd,Corfu,NY,14036,43.00133808672438,-78.40663019503415,(585) 599-4430,DSL,5.759,5.709,4.4751,2026-06-18,111,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Pembroke,NY,Corfu,NY,yes,no,no,no
